Dur,SrcAddr,DstAddr,Proto,TotBytes,Sport,Dport,Label,Rand
8.29194,192.168.137.87,158.69.127.66,TCP,78,36387,443,Normal,0.111742059
10.66308,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.973352294
7.020774,192.168.137.87,158.69.127.66,TCP,66,36387,443,Normal,0.109545474
3.733469,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.317137014
5.814034,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.098577834
5.598079,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.510803948
87.202268,192.168.137.87,216.58.196.170,TCP,66,34509,443,Normal,0.243299933
121.325136,192.168.137.87,192.229.237.96,TCP,78,44123,443,Normal,0.622057331
4.176253,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.006335895
5.898795,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.9808012
41.617315,192.168.137.87,103.102.166.224,TCP,66,53196,443,Normal,0.33752188
9.130551,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.204580903
8.409898,192.168.137.87,158.69.127.66,TCP,78,36387,443,Normal,0.283903675
88.209472,172.217.26.173,192.168.137.87,TLSv1.2,1434,443,47516,Normal,0.425556282
88.144518,192.168.137.87,172.217.26.173,TCP,66,47516,443,Normal,0.107268515
0.312729,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.262134327
14.016546,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.207619304
10.048929,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.201249866
8.239125,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.135660142
4.973038,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.944505329
3.592591,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.032413797
36.16036,172.217.163.162,192.168.137.87,TCP,66,443,37963,Normal,0.210785145
5.519041,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.878351638
10.689166,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.749135962
113.680338,183.36.108.251,192.168.137.233,TCP,74,80,56031,Botnet,0.551099844
13.581201,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.49873065
88.140636,172.217.26.173,192.168.137.87,TLSv1.2,1434,443,47516,Normal,0.277421104
4.453329,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.591930765
13.207837,158.69.127.66,192.168.137.87,SSLv2,1434,443,36387,Normal,0.569157176
6.25786,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.6662923
4.973038,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.179828171
13.187478,192.168.137.87,158.69.127.66,TCP,66,36387,443,Normal,0.081308966
0.761693,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.454422916
9.671901,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.552857181
8.25129,192.168.137.87,158.69.127.66,TCP,66,36387,443,Normal,0.622474868
6.276833,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.745481376
0.600211,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.921504905
121.326497,192.229.237.96,192.168.137.87,TCP,1434,443,44123,Normal,0.751718613
41.945528,103.102.166.224,192.168.137.87,TLSv1.2,605,443,53196,Normal,0.826190783
0.218753,192.168.137.87,158.69.127.66,TCP,66,36387,443,Normal,0.106945708
75.6458,192.168.137.87,183.36.108.251,HTTP,989,44018,80,Normal,0.94552523
3.729657,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.908520736
49.094631,103.102.166.224,192.168.137.87,TLSv1.2,334,443,53196,Normal,0.090984111
121.393476,192.229.237.96,192.168.137.87,TCP,1434,443,44123,Normal,0.871757409
132.51497,35.227.217.55,192.168.137.87,TLSv1.2,129,443,59076,Normal,0.502384846
8.959006,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.200342522
7.12082,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.584152936
48.136982,192.168.137.87,183.36.108.251,TCP,54,33566,80,Normal,0.359647756
11.093015,192.168.137.87,158.69.127.66,TCP,78,36387,443,Normal,0.992186079
7.408617,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.361562951
4.076928,192.168.137.87,158.69.127.66,TCP,66,36387,443,Normal,0.717846376
10.152705,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.778311697
10.09393,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.89227243
10.546803,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.732230326
6.9487,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.676560888
6.298969,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.543362152
60.218965,192.168.137.233,172.217.26.173,TCP,66,51407,443,Botnet,0.302199331
12.604839,192.168.137.233,183.36.108.251,HTTP,989,56039,80,Botnet,0.608753616
1.009611,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.963623177
77.537293,104.18.8.103,192.168.137.87,TCP,54,443,55856,Normal,0.436607289
7.729899,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.020895656
2.907296,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.686248424
13.379186,158.69.127.66,192.168.137.87,SSLv2,1434,443,36387,Normal,0.097726982
10.16573,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.384106575
13.388326,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.583934549
117.026311,192.168.137.87,192.229.237.96,TCP,94,44118,443,Normal,0.012790561
39.872015,183.36.108.251,192.168.137.233,TCP,74,80,55977,Botnet,0.778468637
60.715212,172.217.26.173,192.168.137.233,TCP,1434,443,51407,Botnet,0.551017715
3.036497,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.452469279
121.436772,192.168.137.87,192.229.237.96,TCP,66,44123,443,Normal,0.404037418
12.124833,192.168.137.87,158.69.127.66,TCP,78,36387,443,Normal,0.635648475
83.799372,104.18.8.103,192.168.137.87,TLSv1.2,291,443,55856,Normal,0.954473343
17.3245,183.36.108.251,192.168.137.233,HTTP,1095,80,56044,Botnet,0.633540271
2.250154,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.773904212
10.594557,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.983444986
1.898816,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.787072598
116.961494,192.229.237.96,192.168.137.87,TLSv1.2,1434,443,44118,Normal,0.187965251
86.57658,192.168.137.87,183.36.108.251,TCP,54,44028,80,Normal,0.418299637
5.683767,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.509177178
4.677472,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.192214824
1.20368,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.831152074
10.26671,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.73050934
93.644352,192.168.137.87,216.58.197.46,TCP,66,35897,443,Normal,0.244117887
12.554661,183.36.108.251,192.168.137.87,TCP,66,80,43963,Normal,0.738102071
44.879013,192.168.137.233,183.36.108.251,TCP,54,56086,80,Botnet,0.50193481
119.950392,192.229.237.96,192.168.137.87,TCP,1434,443,44123,Normal,0.40462209
125.983147,192.168.137.87,104.244.42.130,TLSv1.2,229,50332,443,Normal,0.250211241
3.028614,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.346815599
1.573994,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.957101176
1.651999,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.303522298
10.736474,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.503504366
117.14079,192.168.137.87,192.229.237.96,TLSv1.2,108,44118,443,Normal,0.704500706
10.038454,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.907515635
5.480464,192.168.137.87,158.69.127.66,TCP,78,36387,443,Normal,0.265123744
68.764412,183.36.108.251,192.168.137.233,TCP,54,80,56104,Botnet,0.003341334
81.766954,192.168.137.233,183.36.108.251,TCP,54,56039,80,Botnet,0.831788521
21.515568,192.168.137.233,183.36.108.251,TCP,54,56050,80,Botnet,0.905595869
95.761264,192.168.137.233,183.36.108.251,TCP,54,56023,80,Botnet,0.386148737
3.18546,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.513640221
88.383692,172.217.26.173,192.168.137.87,TLSv1.2,1434,443,47516,Normal,0.460060497
0.690287,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.978639317
88.513477,172.217.26.173,192.168.137.87,TCP,1434,443,47516,Normal,0.224288087
121.564723,31.13.79.18,192.168.137.233,TCP,1434,443,35761,Botnet,0.856039909
1.713459,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.557334602
111.096863,172.217.167.132,192.168.137.87,TLSv1.2,1434,443,40652,Normal,0.276215148
23.198615,192.168.137.233,183.36.108.251,TCP,54,56054,80,Botnet,0.26899313
60.682505,192.168.137.233,172.217.26.173,TCP,94,51407,443,Botnet,0.579056653
7.803144,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.913152998
125.601588,192.168.137.87,104.244.42.130,TCP,66,50331,443,Normal,0.646854985
9.430371,192.168.137.87,158.69.127.66,TCP,78,36387,443,Normal,0.605511945
8.408353,192.168.137.87,158.69.127.66,TCP,78,36387,443,Normal,0.462094771
50.038119,183.36.108.251,192.168.137.233,TCP,54,80,56092,Botnet,0.477168653
85.567703,192.168.137.87,183.36.108.251,TCP,54,44026,80,Normal,0.764251091
50.128127,35.201.97.85,192.168.137.233,TLSv1.2,97,443,46954,Botnet,0.060542104
8.469689,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.860485251
121.466117,192.168.137.87,192.229.237.96,TCP,66,44123,443,Normal,0.278512339
86.539116,192.168.137.87,183.36.108.251,TCP,54,44028,80,Normal,0.769972837
36.260305,172.217.167.132,192.168.137.87,TLSv1.2,1434,443,40652,Normal,0.391281991
121.36028,192.168.137.233,31.13.79.18,TLSv1.2,583,35761,443,Botnet,0.939792816
11.211585,192.168.137.87,158.69.127.66,TCP,78,36387,443,Normal,0.272558995
6.735857,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.664695944
6.09573,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.594875762
60.49165,172.217.26.173,192.168.137.233,TLSv1.2,1434,443,51407,Botnet,0.345621147
12.290574,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.75915366
88.400652,192.168.137.87,172.217.26.173,TCP,78,47516,443,Normal,0.158313695
9.032839,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.103449958
50.744744,183.36.108.251,192.168.137.87,TCP,66,80,43995,Normal,0.51529082
1.752988,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.384008537
34.513243,183.36.108.251,192.168.137.233,HTTP,1095,80,55974,Botnet,0.482324391
1.34678,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.775258273
1.997338,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.87299188
10.286325,192.168.137.87,158.69.127.66,TCP,78,36387,443,Normal,0.703188895
64.164321,192.168.137.233,23.20.239.12,HTTP,228,35385,80,Botnet,0.703480051
55.709424,192.168.137.87,183.36.108.251,TCP,66,43999,80,Normal,0.542666934
4.083056,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.896961237
2.690805,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.707071787
5.888649,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.843326392
41.472477,192.168.137.87,103.102.166.224,TCP,66,53196,443,Normal,0.704695494
8.472072,192.168.137.87,158.69.127.66,TCP,78,36387,443,Normal,0.360216151
5.51718,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.113891771
9.663295,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.925597305
13.904215,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.130476541
11.889646,192.168.137.87,158.69.127.66,TCP,66,36387,443,Normal,0.82603875
0.473376,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.695649075
9.488104,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.566614572
114.145349,183.36.108.251,192.168.137.233,TCP,74,80,56032,Botnet,0.298814331
44.790966,192.168.137.233,183.36.108.251,TCP,54,55975,80,Botnet,0.140810776
112.243051,192.168.137.233,183.36.108.251,TCP,54,56030,80,Botnet,0.070045692
49.553499,192.168.137.233,183.36.108.251,TCP,54,55991,80,Botnet,0.758569703
8.360094,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.856859611
0.024411,23.20.239.12,192.168.137.233,TCP,54,80,35248,Botnet,0.960983509
3.019014,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.814128071
10.45422,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.303540395
13.692153,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.325784392
24.506242,23.20.239.12,192.168.137.233,TCP,54,80,44670,Botnet,0.214665978
48.207072,183.36.108.251,192.168.137.233,HTTP,1095,80,56089,Botnet,0.238179362
4.953053,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.693530116
9.11511,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.004270103
121.590885,192.168.137.87,192.229.237.96,TCP,66,44128,443,Normal,0.109325587
4.073999,192.168.137.87,158.69.127.66,TCP,66,36387,443,Normal,0.877757327
119.598375,192.168.137.233,183.36.108.251,TCP,74,56140,80,Botnet,0.601856999
116.810659,192.168.137.87,192.229.237.96,TCP,66,44118,443,Normal,0.558537652
121.05714,192.229.237.96,192.168.137.87,TCP,1434,443,44123,Normal,0.692316564
9.437562,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.303777762
52.311756,192.168.137.87,172.217.167.132,TCP,66,40652,443,Normal,0.93337451
10.661487,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.32638466
0.133325,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.807385666
4.553271,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.797647874
0.805424,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.15489013
6.018112,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.81892768
4.978847,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.71683628
0.488972,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.857067158
0.264835,192.168.137.87,158.69.127.66,TCP,66,36387,443,Normal,0.141341066
0.010004,192.168.137.233,23.20.239.12,TCP,66,45294,80,Botnet,0.371319484
95.864103,192.168.137.233,183.36.108.251,TCP,54,56023,80,Botnet,0.205611407
13.513575,192.168.137.87,158.69.127.66,TCP,86,36387,443,Normal,0.408277798
23.570554,192.168.137.233,183.36.108.251,HTTP,989,56056,80,Botnet,0.541386538
4.971809,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.302320878
1.736822,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.595636413
14.102623,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.923965988
6.710239,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.521375908
6.377632,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.105026729
35.652128,172.217.163.195,192.168.137.87,TLSv1.2,135,443,42274,Normal,0.565388103
8.456404,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.188064741
59.984523,172.217.163.202,192.168.137.233,TLSv1.2,1434,443,45039,Botnet,0.468208643
4.696975,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.230211137
11.990436,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.191986064
119.747519,192.168.137.87,183.36.108.251,TCP,54,44064,80,Normal,0.602711424
1.813624,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.365886807
48.303803,183.36.108.251,192.168.137.87,TCP,54,80,43988,Normal,0.171347712
10.695322,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.933701425
9.666339,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.127294274
8.743416,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.169580938
12.632879,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.941231674
114.333297,172.217.167.132,192.168.137.87,TCP,1434,443,40652,Normal,0.501990273
10.757185,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.133508354
5.35632,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.633384944
117.072914,192.168.137.87,192.229.237.96,TCP,94,44118,443,Normal,0.96198427
41.49533,192.168.137.233,183.36.108.251,TCP,54,56079,80,Botnet,0.629338483
6.431775,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.854507119
10.874454,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.479949905
14.078576,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.11011973
59.402157,192.168.137.233,183.36.108.251,TCP,74,55999,80,Botnet,0.039253085
4.453068,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.742110899
12.447677,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.413880707
11.057275,158.69.127.66,192.168.137.87,SSLv2,1434,443,36387,Normal,0.62844364
2.719279,192.168.137.87,158.69.127.66,TCP,66,36387,443,Normal,0.702549574
11.21766,192.168.137.87,158.69.127.66,TCP,66,36387,443,Normal,0.88140039
3.944443,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.332253038
24.035688,183.36.108.251,192.168.137.233,HTTP,1095,80,56057,Botnet,0.147784582
8.55475,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.432058814
42.059169,103.102.166.240,192.168.137.87,TCP,66,443,48261,Normal,0.915034686
1.484387,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.037325165
1.709095,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.940746812
4.716017,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.909051799
10.499713,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.723701269
69.313501,183.36.108.251,192.168.137.233,TCP,66,80,56106,Botnet,0.37563302
11.210585,158.69.127.66,192.168.137.87,SSLv2,1434,443,36387,Normal,0.905629207
121.022113,192.229.237.96,192.168.137.87,TCP,1434,443,44123,Normal,0.995704328
2.791914,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.691625616
79.767536,104.31.79.204,192.168.137.87,TCP,54,443,53410,Normal,0.108973886
1.106068,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.415056283
92.160865,192.168.137.233,183.36.108.251,HTTP,989,56127,80,Botnet,0.922692855
0.570182,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.398472067
9.102849,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.305205035
9.114362,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.285675325
10.69532,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.89252998
3.600507,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.877259942
10.141564,192.168.137.87,158.69.127.66,TCP,94,36387,443,Normal,0.335957181
6.044234,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.594356203
58.116629,192.168.137.87,183.36.108.251,TCP,54,44002,80,Normal,0.260155497
116.611446,192.168.137.87,192.229.237.96,TCP,66,44116,443,Normal,0.890077359
8.756959,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.993290083
88.028144,172.217.26.173,192.168.137.87,TLSv1.2,1434,443,47516,Normal,0.383588659
2.915656,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.672290658
99.335745,192.168.137.233,23.20.239.12,TCP,66,45722,80,Botnet,0.31024908
1.70249,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.790950649
42.250995,192.168.137.233,183.36.108.251,HTTP,989,55982,80,Botnet,0.304753811
1.432615,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.134358247
13.104361,192.168.137.87,158.69.127.66,TCP,66,36387,443,Normal,0.349167758
13.82106,158.69.127.66,192.168.137.87,TCP,1434,443,36387,Normal,0.075941918
